house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area,building_area (m2)
"Rumah Bagus Siap Huni, di Gempol Sari, Bandung","Bandung Kulon, Bandung",4,3,1,1400000000,108,45
"Dijual rumah di komplek istana Sudirman, lingkungan aman,tenang","Bandung Kulon, Bandung",2,2,2,1100000000,53,58
Dijual Rumah Di Suryani Dalam Bandung Kulon ,"Bandung Kulon, Bandung",2,1,0,600000000,132,120
Dijual Rumah Di Rancamulya Bandung Selatan ,"Bandung Kulon, Bandung",3,2,0,1000000000,200,100
Dijual Rumah Di Taman Holis Indah ,"Bandung Kulon, Bandung",3,2,0,1800000000,190,160
Dijual Rumah Bagus Full Furnish Di Taman Holis Indah ,"Bandung Kulon, Bandung",7,6,0,5500000000,375,500
Dijual Rumah Bagus Di Daerah Cijerah,"Bandung Kulon, Bandung",3,1,1,1700000000,200,170
Di Jual Rumah Tinggal Mekar Indah Cijerah Kota Bandung,"Bandung Kulon, Bandung",5,2,0,2300000000,205,160
Jual Cepat BU Rumah Terawat Komplek Ketapang Kencana Sudirman ,"Bandung Kulon, Bandung",2,1,1,890000000,78,45
Jual Cepat Rumah di Ketapang Kencana Sudirman,"Bandung Kulon, Bandung",2,1,1,890000000,78,45
Rumah Bagus  nyaman siap huni di taman holis indah,"Bandung Kulon, Bandung",3,1,1,1020000000,86,76
Rumah terawat pusat kota di katapang kencana sudirman bandung,"Bandung Kulon, Bandung",2,1,1,890000000,78,45
Rumah dalam cluster di temgah kota Bandung,"Bandung Kulon, Bandung",2,1,1,890000000,78,45
"Dijual Rumah di Komplek Taman Burung, Cijerah","Bandung Kulon, Bandung",2,1,2,1100000000,140,98
Dijual CEPAT Rumah Pusat Kota dibawah 1 M Dalam Cluster ,"Bandung Kulon, Bandung",2,1,1,890000000,78,45
"[JUAL CEPAT BU] Perumahan Ketapang Kencana Sudirman, Kec. Bandung Kulon, Kel. Warung Muncang","Bandung Kulon, Bandung",2,1,1,890000000,78,45
Jual Cepat Rumah Cluster dekat Tol Pasir Koja Bandung,"Bandung Kulon, Bandung",2,1,1,890000000,78,45
Rumah cluster baru strategis murah di bandung,"Bandung Kulon, Bandung",3,3,1,875000000,60,120
Dijual Rumah di Jend Sudirman 4 Lantai Siap Huni,"Bandung Kulon, Bandung",3,3,1,3750000000,104,325
"Rumah 1,5 Lantai Blok Depan di Komplek Taman Holis Indah Bandung","Bandung Kulon, Bandung",4,3,1,1900000000,195,180
Rumah Suasana Asri Lokasi Strategis Kawasan Komplek Permata Indah Cijerah,"Bandung Kulon, Bandung",4,2,0,1750000000,196,150
"Jual Cepat Rumah Bagus SHM di Bandung Kulon, Bandung","Bandung Kulon, Bandung",3,1,1,1450000000,207,150
Rumah Area Lembah Pakar Timur,"Bandung Kulon, Bandung",5,4,8,7000000000,1094,462
"Rumah 1,5 Lantai Strategis di Komplek Gempol Asri, Bandung","Bandung Kulon, Bandung",3,1,0,1050000000,90,117
"Jual Rumah Rajawali sakti dkt sekolah,paskal 23","Bandung Kulon, Bandung",4,1,0,1100000000,97,90
Rumah di Gempolsari 2 Lantai SHM Sudah Renovasi hadap Selatan,"Bandung Kulon, Bandung",3,3,1,875000000,60,120
"Rumah hook,nyaman dan bebas banjr di perumahan one gate sistem","Bandung Kulon, Bandung",3,2,1,1550000000,148,90
Rumah terawat siap huni di area Cijerah bandung,"Bandung Kulon, Bandung",3,1,0,1100000000,114,90
Rumah semi klasik siap huni 2 Lantai SHM kondisi Bagus,"Bandung Kulon, Bandung",5,2,1,1500000000,120,150
Rumah Bagus Lokasi One Gate System di Batununggal Abadi,"Bandung Kulon, Bandung",6,4,2,3600000000,162,225
Rumah di Bandung lokasi dekat ke Tol dan sarana umum,"Bandung Kulon, Bandung",2,1,1,175000000,60,36
Rumah Dijual SHM di Taman Holis Indah Bandung,"Bandung Kulon, Bandung",4,2,0,1700000000,153,162
Rumah Kos Taman Holis Indah 16 Kamar Full Bangunan,"Bandung Kulon, Bandung",16,3,0,950000000,102,140
Cluster Private Di Dalam Perumahan Gempol Sari Indah,"Bandung Kulon, Bandung",2,2,1,775000000,66,80
Dijual Rumah 2 Lantai Lokasi Cisaranten Kulon Bandung,"Bandung Kulon, Bandung",0,0,0,2700000000,200,300
Rumah gempol asri,"Bandung Kulon, Bandung",2,1,1,800000000,100,72
Rumah Dijual 2 Lantai di Taman Holis Indah Bandung,"Bandung Kulon, Bandung",5,2,0,1550000000,110,160
Sekali Lirik Pasti Jatuh Cinta Sama Rumah Bagus di Taman Holis Indah 1 Ini,"Bandung Kulon, Bandung",4,3,2,1600000000,153,140
"Rumah 2 Lantai Bagus SHM di Bandung Kulon, Bandung","Bandung Kulon, Bandung",2,1,1,950000000,145,120
Rumah Bebas Banjir Aman Nyaman Huni di Gempol Asri,"Bandung Kulon, Bandung",2,2,1,900000000,122,70
Rumah Gempol Sari Siap Huni,"Bandung Kulon, Bandung",3,3,0,880000000,60,120
TURUN HARGA RUMAH LOKASI KOMPLEK SETIABUDI BANDUNG,"Bandung Kulon, Bandung",5,4,0,5250000000,664,555
"Rumah Minimalis Nyaman di Dirgantara, Gempol","Bandung Kulon, Bandung",3,2,0,590000000,63,70
Rumah Cocok Untuk Kost Juga di Cibolerang Raya,"Bandung Kulon, Bandung",6,6,2,2200000000,200,150
Jual Taman Holis Indah,"Bandung Kulon, Bandung",2,2,1,1400000000,156,130
" Bawa Hoki. Fengshui Bagus 1,5 lantai di Taman Holis bisa tinggal dan usaha. Jarang ada!","Bandung Kulon, Bandung",4,2,1,1120000000,96,108
Rimah jual bagus di Puri Ayana ,"Bandung Kulon, Bandung",4,2,1,1200000000,119,120
Rumah Hunian Salam Komplek Gempol Sari Bandung Kulon,"Bandung Kulon, Bandung",2,1,1,1200000000,101,140
Dijual Rumah Mainroad Jalan Wastu Kencana Bandung ,"Bandung Kulon, Bandung",0,0,0,9500000000,512,552
"Dijual Rumah Bagus SHM di Gempol Sari Bandung Kulon, Bandung","Bandung Kulon, Bandung",2,2,0,1700000000,216,200
Dijual Rumah di Komplek Holis Pesona Taman Burung Hitung harga tanah saja,"Bandung Kulon, Bandung",3,1,0,850000000,179,100
Dijual 2 Unit Rumah Baru di Taman Holis Indah,"Bandung Kulon, Bandung",3,2,1,1450000000,90,120
Jual murah mau cepat Rumah di cijerah Kota Bandung,"Bandung Kulon, Bandung",3,3,1,850000000,179,70
Dijual Cepat Rumah Nyaman Siap Huni di Istana Sudirman Regency,"Bandung Kulon, Bandung",3,3,3,3750000000,219,300
"Dijual Rumah Nyaman Siap Huni di Istana Sudirman Regency, Bandung","Bandung Kulon, Bandung",3,3,3,3750000000,219,300
Rumah 2lt Siap Huni Cluster Furnished Melong Cijerah Bandung,"Bandung Kulon, Bandung",2,3,2,1350000000,80,100
Rumah Nyaman di Komplek Holis Pesona Taman Burung,"Bandung Kulon, Bandung",4,2,0,778000000,105,87
Dijual Rumah Baru Renovasi Siap Huni Cluster Gempol Sari Estate Cijerah Bandung,"Bandung Kulon, Bandung",3,3,2,980000000,102,120
"Rumah Strategis di Bumi Asri Gempol , Bandung","Bandung Kulon, Bandung",3,2,0,700000000,72,100
"Rumah Minimalis Terawat di Gempol Sari , Bandung","Bandung Kulon, Bandung",3,3,1,875000000,120,60
Rumah Murah Minimalis di Gempolsari,"Bandung Kulon, Bandung",2,1,1,700000000,117,117
Rumah Semi Furnish di Kompleks Taman Burung Gempol Sari Bandung,"Bandung Kulon, Bandung",4,3,2,1800000000,105,200
Rumah Luas Dijual Murah Dekat Borma Gempolsari Cijerah Bandung,"Bandung Kulon, Bandung",5,3,1,1650000000,120,230
Rumah 2 Lantai Belakang Toserba Borma Gempolsari Bandung,"Bandung Kulon, Bandung",5,3,0,1600000000,210,230
CEPAT  B. U  RUMAH BAGUS TENGAH KOTA BANDUNG,"Bandung Kulon, Bandung",2,1,0,890000000,78,45
Dijual Rumah Mainroad Taman Holis Indah Kota Bandung,"Bandung Kulon, Bandung",4,4,0,3600000000,300,400
Dijual Rumah Mainroad Taman Holis Indah Kota Bandung,"Bandung Kulon, Bandung",4,4,0,3600000000,300,400
Dijual Rumah di Melong Asih Regency Kota Bandung,"Bandung Kulon, Bandung",3,3,0,2600000000,207,207
"Rumah Bagus Tengah Kota Dalam Cluster di Suryani, Bandung Kulon","Bandung Kulon, Bandung",2,1,1,890000000,78,45
Rumah dijual Gempol Asri ,"Bandung Kulon, Bandung",3,2,1,750000000,90,79
Dijual Rumah di Perumahan Ketapang Kencana Sudirman Bandung Kulon Bandung,"Bandung Kulon, Bandung",2,1,0,890000000,78,45
Dijual Rumah Siap Huni Taman Holis Indah 1 Bandung,"Bandung Kulon, Bandung",6,4,0,4000000000,340,360
Dijual Rumah Tinggal di Perumahan Ketapang Kencana Sudirman,"Bandung Kulon, Bandung",2,1,1,890000000,78,45
Dijual Rumah Tengah Kota Dekat Gedung Sate ,"Bandung Wetan, Bandung",6,4,5,41900000000,753,370
"RUMAH BISA USAHA DI WASTUKENCANA,  HARGA DIBAWAH NJOP MURAH...!!","Bandung Wetan, Bandung",0,0,0,9500000000,531,521
Rumah lama hitung tanah Butuh Renovasi di Sayap Riau Bandung ,"Bandung Wetan, Bandung",5,3,1,12500000000,273,250
"Rumah Tinggal Nyaman Beserta Isinya, Ada Usaha Kos Kosan Daerah Sayap Ahmad Yani","Bandung Wetan, Bandung",15,6,1,3000000000,225,400
Villa dago pakar bandung utara,"Bandung Wetan, Bandung",8,7,0,16000000000,750,850
TAMAN HOLIS INDAH,"Bandung Wetan, Bandung",3,3,0,2100000000,190,170
Rumah Bangunan Belanda Strategis Terawat di Sayap Riau Bandung,"Bandung Wetan, Bandung",7,4,4,23000000000,485,300
Rumah 2 Lantai di sayap Riau Siap Huni Terawat,"Bandung Wetan, Bandung",3,2,2,18500000000,540,600
Dijual Rumah Kos2an Aktif Full Siap Untung di Sayap Ahmad Yani,"Bandung Wetan, Bandung",11,11,0,2500000000,160,120
Rumah Tua di lokasi bisnis Tamansari Bandung 871m Tatoproperty,"Bandung Wetan, Bandung",3,1,4,26500000000,871,250
Ruko si Taman Taman sari 2 Lantai SHM Dago Cihampelas  Bandung ,"Bandung Wetan, Bandung",20,19,0,3850000000,146,300
Dijual Rumah Super Strategis Sayap Jalan Ahmad Yani Bandung Coock Untuk Usaha,"Bandung Wetan, Bandung",11,3,2,7750000000,390,265
Rumah Kos Kost di Kebon Bibit Dekat Itb 20 Kamar,"Bandung Wetan, Bandung",20,20,0,3850000000,146,310
Rumah Kost Elit Full Furnished Tamansari Bandung ,"Bandung Wetan, Bandung",20,20,1,3850000000,146,400
Dijual rumah cocok untuk usaha di Cipunagara kota bandung,"Bandung Wetan, Bandung",5,3,2,13900000000,409,279
Rumah Kost Kebon Bibit Dengan 20 Kamar Tidur di Dekat Itb,"Bandung Wetan, Bandung",20,20,0,3700000000,146,310
Rumah Hook Lux Singgasana Pradana Kota Bandung,"Bandung Wetan, Bandung",4,5,0,6900000000,286,525
Rumah Dijual Sayap Riau Bandung Nyaman Terawat,"Bandung Wetan, Bandung",4,2,2,7000000000,227,313
Rumah Hitung Tanah Jalan Nangka,"Bandung Wetan, Bandung",2,2,0,8740000000,437,437
Rumah SHM Bagus di sayap Riau dengan tanah yang luas,"Bandung Wetan, Bandung",3,2,0,28000000000,653,196
Dijual Rumah Lokasi Strategis di Sayap Riau Dekat Gedung Sate,"Bandung Wetan, Bandung",9,3,7,32000000000,654,500
Rumah bagus dalam komplek Ahmad Yani dekat indogrosir,"Bandung Wetan, Bandung",4,3,1,4990000000,360,192
"Rumah Tinggal Nyaman Beserta Isinya, Ada Usaha Kos Kosan Daerah Sayap Ahmad Yani","Bandung Wetan, Bandung",15,6,1,3000000000,225,400
"Rumah di Jl. Supratman, Bandung","Bandung Wetan, Bandung",9,8,0,27000000000,880,600
Hitung Tanah Saja Rumah Sayap Riau Bandung,"Bandung Wetan, Bandung",3,2,0,22000000,299,250
Dijual Rumah Bisa Jadi Tempat Usaha Tengah Kota di Sayap Jl Ahmad Yani,"Bandung Wetan, Bandung",3,1,0,4900000000,318,200
Rumah Kos2an Siap Huni Terawat Nyaman di Sayap A.yani Bandung,"Bandung Wetan, Bandung",30,1,1,3200000000,316,300
 Rumah Bagus Terawat Siap Huni di Sayap Riau Bandung,"Bandung Wetan, Bandung",5,3,0,6250000000,187,300
 Rumah Terawat Nyaman Dan Aman di Sayap Jl Riau Heritage Bandung,"Bandung Wetan, Bandung",3,1,3,9000000000,437,300
Rumah Dijual di Sayap Dago Dekat Purnawarman Bandung SHM,"Bandung Wetan, Bandung",7,4,8,17000000000,483,260
Dijual Rumah Cantik Modern Furnish Di Cihapit Bandung,"Bandung Wetan, Bandung",5,0,0,7000000000,176,270
Rumah Mainroad di Cibolerang,"Bandung Wetan, Bandung",12,8,0,2850000000,312,400
DIJUAL HOTEL BUTIK DI SAYAP RIAU,"Bandung Wetan, Bandung",24,24,0,22500000000,630,1100
Rumah dan kosan di Sabang SHM Butuh Renovasi lokasi strategis ,"Bandung Wetan, Bandung",17,17,0,9700000000,497,300
Rumah di tengah kota sayap Riau SHM Butuh Renovasi ,"Bandung Wetan, Bandung",5,2,1,7000000000,284,400
Rumah Heritage Belanda 2 Lantai Pusat Kota Bandung ,"Bandung Wetan, Bandung",10,5,4,18000000000,463,403
Rumah Terawat Siap Huni Lokasi Sayap Riau Bandung,"Bandung Wetan, Bandung",5,3,2,7500000000,292,250
Villa daerah kota bandung,"Bandung Wetan, Bandung",4,2,3,30000000000,7675,470
"Rumah Cocok Untuk Kost di Citarum, Bandung Wetan","Bandung Wetan, Bandung",8,5,2,18000000000,463,403
Rumah Dijual Jalan Riau Bandung Mainroad,"Bandung Wetan, Bandung",0,3,10,52000000000,1100,250
"Dijual Rumah Lux 2 Lantai Bagus SHM di Mainroad Citarum, Bandung","Bandung Wetan, Bandung",4,3,4,40000000000,930,800
Rumah di Sayap jl L. R. E Martadinata (jl Riau) Bagus SHM,"Bandung Wetan, Bandung",3,2,0,28000000000,659,196
Dijual Rumah Terawat Bonus Ruang Usaha sudah Terisi ,"Bandung Wetan, Bandung",14,9,10,46000000000,1130,770
Rumah Bagus Di Jalan Nanas Cihapit Bandung,"Bandung Wetan, Bandung",3,4,2,12000000000,410,165
" Rumah di Cihapit, Bandung Wetan SHM - Sertifikat Hak Milik","Bandung Wetan, Bandung",11,3,2,8500000000,390,265
"Jarang ada! Rumah tua hitung tanah dekat gd sate, pusat kota","Bandung Wetan, Bandung",3,1,2,1450000000,145,70
"Jual rumah 1 lantai,lokasi strategis dekat dengan cafe","Bandung Wetan, Bandung",5,4,2,16000000000,638,587
"Rumah Tengah Kota, Adipati Kertabumi Dekat Gasibu Dan Gedung Sate","Bandung Wetan, Bandung",6,5,2,17000000000,463,403
Dijual Rumah 2 Lantai di Jalan Nanas Bandung,"Bandung Wetan, Bandung",11,3,0,9000000000,390,265
"Rumah Tinggal Tengah Kota di Sayap Supratman, Jalan Nanas Bandung","Bandung Wetan, Bandung",4,2,2,12000000000,410,154
Ex Cafe Strategis Di Pusat Kota Bandung Mainroad,"Bandung Wetan, Bandung",7,5,10,77000000000,2200,1000
"Dijual Cepat Rumah di Jalan Brantas Bandung, Sayap Riau","Bandung Wetan, Bandung",7,4,1,23500000000,662,463
Rumah Terawat Nyaman Dan Aman di Sayap Riau Bandung,"Bandung Wetan, Bandung",5,4,0,5750000000,176,270
"Dijual cepat Rumah sayap Ahmad Yani, lokasi dekat sekolah, supermarket","Bandung Wetan, Bandung",11,3,2,9000000000,390,6265
Rumah Lama Bagus Sekali Di Sayap Riau Unfurnished,"Bandung Wetan, Bandung",6,3,2,35000000000,843,340
Rumah Heritage Terawat di Cihapit Bandung Wetan,"Bandung Wetan, Bandung",5,2,2,36000000000,911,500
Dijual Rumah 2 Lantai Heritage Garasi Luas Area Bandung Wetan,"Bandung Wetan, Bandung",12,6,6,55000000000,980,1000
Rumah Lama dan Paviliun Cocok Untuk Usaha di Tempat Strategis,"Bandung Wetan, Bandung",11,3,2,9500000000,265,390
Rumah Lokasi Strategis Sayap Riau Jalan Riau Bandung,"Bandung Wetan, Bandung",7,3,1,6500000000,208,190
"Rumah 3 Lantai Bagus Furnished di Jalan Mangga Cihapit, Bandung","Bandung Wetan, Bandung",5,2,1,6500000000,176,270
Di  Rumah Hoek 13 Kamar(pia) Di Jl. Cisangkuy Bandung,"Bandung Wetan, Bandung",13,4,0,35000000000,1186,500
"Dijual Rumah Heritage Sayap Gedung Sate, Sayap Citarum","Bandung Wetan, Bandung",3,2,1,13000000000,400,289
" Rumah Unfurnished Bagus SHM - Sertifikat Hak Milik di Sayap dago  , Bandung Wetan","Bandung Wetan, Bandung",11,5,4,19000000000,463,403
"Rumah Tipe 120 120 Lokasi Bebas Banjir di Jl. Aceh, Bandung","Bandung Wetan, Bandung",3,2,0,2000000000,120,120
"Rumah Kost Cipadung, Bandung Timur, Lokasi Strategis H","Bandung Wetan, Bandung",7,34,0,795000000,104,104
Jual Cepat Rumah Cocok untuk Usaha,"Bandung Wetan, Bandung",4,1,0,30000000000,645,142
Dijual Rumah di Jl. Kebon Bibit Barat Bandung,"Bandung Wetan, Bandung",7,2,0,8000000000,649,150
"Turun Harga, Rumah di Jl. Pajajaran Bandung","Bandung Wetan, Bandung",11,8,0,16500000000,739,600
Rumah di Jl. Ranggagading,"Bandung Wetan, Bandung",13,8,2,17000000000,483,350
Dijual Rumah Bali View Ciganitri,"Bandung Wetan, Bandung",3,2,1,700000000,91,110
Dijual Rumah di Jl. Kebon Bibit Barat Bandung,"Bandung Wetan, Bandung",7,2,0,8000000000,649,150
RUMAH DI SAYAP RIAU - BANDUNG,"Bandung Wetan, Bandung",4,4,1,25000000000,746,600
Rumah 2 Lantai dekat Tol Seroja,"Bandung Wetan, Bandung",5,5,4,9900000000,1050,650
Rumah Belanda Sayap Cipaganti Bandung,"Bandung Wetan, Bandung",4,2,1,21000000000,864,300
"Rumah di Jl Diponogoro, Bandung","Bandung Wetan, Bandung",6,4,2,20000000000,607,435
Dijual Rumah Lokasi Strategis di Daerah Sayap Dago,"Bandung Wetan, Bandung",4,2,1,1900000000,151,182
Rumah di Sayap Riau,"Bandung Wetan, Bandung",0,0,1,15000000000,543,300
Jual Rumah Tinggal pusat Kota Bandung. Jl Aceh Kebon Sirih,"Bandung Wetan, Bandung",5,2,0,9500000000,458,269
"Rumah di lokasi premium, strategis, bebas banjir,sayap Ahmad Yani, jln nanas","Bandung Wetan, Bandung",7,3,4,12000000000,390,300
"Rumah Main Road Purnawarman Bandung, Sayap Dago","Bandung Wetan, Bandung",10,4,6,21500000000,681,500
Rumah belanda terawat dan rapi,"Bandung Wetan, Bandung",7,4,3,21000000000,877,600
Dijual Rumah di Mainroad Dipenogoro Bandung,"Bandung Wetan, Bandung",4,3,10,60000000000,1791,300
Rumah belanda terawat dan rapi,"Bandung Wetan, Bandung",7,4,3,21000000000,877,600
Dp 10 Rumah Lux di Kalijati Antapani Dkt Cikutra Citarum Bandung,"Bandung Wetan, Bandung",3,2,1,1200000000,66,92
Rumah Hook Lux Singgasana Pradana Kota Bandung,"Bandung Wetan, Bandung",4,5,0,6900000000,286,525
Rumah Usaha Sayap Riau,"Bandung Wetan, Bandung",7,2,0,7900000000,341,270
"Dijual Butuh Cepat Rumah Dekat Kiara Artha Park , Kota Bandung.","Bandung Wetan, Bandung",5,3,1,5200000000,345,400
Rumah Mainroad di Cibolerang,"Bandung Wetan, Bandung",12,8,0,2850000000,312,400
Dijual Rumah Cantik Modern Furnish Di Cihapit Bandung,"Bandung Wetan, Bandung",5,0,0,7000000000,176,270
DIJUAL HOTEL BUTIK DI SAYAP RIAU,"Bandung Wetan, Bandung",24,24,0,22500000000,630,1100
Rumah belanda di tengah kota harga menarik,"Bandung Wetan, Bandung",5,3,2,12000000000,450,375
Rumah besar bandung kabupaten,"Bandung Wetan, Bandung",3,3,1,4500000000,728,200
Rumah Bagus Di  Jln Cipaganti Kota  Bandung,"Bandung Wetan, Bandung",7,3,3,45000000000,1332,400
RUMAH MURAH HERITAGE DI SAYAP RIAU BANDUNG,"Bandung Wetan, Bandung",3,1,3,8740000000,437,250
Rumah Asri Murah Banget di Citarum Bandung Kota,"Bandung Wetan, Bandung",5,4,3,14000000000,451,328
Jual Rumah di Sayap Riau Bandung SHM Bagus Strategis ,"Bandung Wetan, Bandung",7,7,5,13000000000,405,250
Aset Termurah Rumah Strategis di Jl.diponegoro Bandung,"Bandung Wetan, Bandung",8,10,5,27100000000,1416,1000
"For Sale, Kost-Kostan bagus super nyaman di Bandung","Bandung Wetan, Bandung",0,0,0,2000000000,110,200
Rumah Cihapit Sayap Jl A Yani Sayap Jl Riau Bandung Tengah,"Bandung Wetan, Bandung",4,3,0,11000000000,400,200
Mainroad Riau Rumah Lama Lokasi Premium Hitung Tanah,"Bandung Wetan, Bandung",4,2,4,54000000000,1464,700
Rumah Siap Huni Minimalis Di Batunuggal Mulia Bandung,"Batununggal, Bandung",4,3,1,3970000000,325,216
"Rumah Modern Minimalis di Batununggal, Bandung","Batununggal, Bandung",3,2,0,2850000000,162,200
Rumah SHM Bagus hadap Timur,"Batununggal, Bandung",6,5,1,3000000000,260,400
"Rumah SHM Lokasi Strategis di Salendro Timur Vii, Batununggal, Bandung","Batununggal, Bandung",5,3,1,2600000000,200,340
Rumah Siap Huni Design Modern 2 Lantai di Batununggal Bandung,"Batununggal, Bandung",4,4,2,5200000000,220,295
Jual Rumah Batununggal Terawat Bagus,"Batununggal, Bandung",4,4,2,3900000000,240,380
"Rumah Siap Huni di Batununggal Lestari, Bandung","Batununggal, Bandung",4,4,2,5200000000,220,295
Rumah Cantik Mewah di Batununggal Bandung,"Batununggal, Bandung",3,3,3,4300000000,200,250
Rumah Mewah Siap Huni di Batununggal Indah Bandung,"Batununggal, Bandung",5,5,2,9500000000,473,550
"Dijual Rumah Lux 2 Lantai di Batununggal, Bandung","Batununggal, Bandung",3,3,0,3000000000,126,180
Rumah Cluster One Gate di Batununggal Jelita,"Batununggal, Bandung",3,2,2,6250000000,280,290
"Rumah Minimalis Siap Huni Dekat Tol di Batununggal, Bandung","Batununggal, Bandung",4,4,2,5200000000,220,295
Rumah Bagus Hdp Utara di Batununggal Indah,"Batununggal, Bandung",3,2,1,2850000000,195,170
Dijual Rumah di Batununggal Elok 2 Lantai SHM hadap Timur,"Batununggal, Bandung",4,3,2,5800000000,300,400
Rumah 2 Lantai Bagus Area Batununggal Bandung Semi Furnished,"Batununggal, Bandung",3,2,2,2300000000,150,140
Rumah Keren Murah di Batununggal Bandung,"Batununggal, Bandung",3,3,2,1860000000,84,110
Hot listing rumah di BN harga menarik nego sampai deal,"Batununggal, Bandung",4,3,1,3000000000,180,300
Rumah Bagus 3 Lantai Sayap Buah Batu Suhat Bandung Hook SHM,"Batununggal, Bandung",6,5,1,3900000000,235,450
Turun Harga! Rumah Minimalis di Area Batununggal Buah Batu,"Batununggal, Bandung",3,2,1,1290000000,131,90
"Dijual Cepat, Rumah Pusat Kota Dekat Gedung Sate Cocok Dibangun Kos Kos An","Batununggal, Bandung",4,2,1,1330000000,164,100
"Minimalis Rumah Batununggal 2 Lantai, bandung","Batununggal, Bandung",4,3,2,2100000000,97,113
"Dijual Cepat Rumah 1,5 Lantai di Batununggal","Batununggal, Bandung",3,3,1,4250000000,200,250
Rumah Konsep Bali Baru Minimalis Batununggal Dalam Cluster Favorite,"Batununggal, Bandung",3,3,2,6500000000,285,300
"MURAH di Batununggal cocok untuk Keluarga Sedang/ Kecil, Jarang Ada!","Batununggal, Bandung",3,3,2,1940000000,87,115
Rumah 2 Lantai Mewah 100 di Batununggal Indah Bandung,"Batununggal, Bandung",4,4,2,3950000000,180,202
Rumah Lux Keren Banget Strategis di Batununggal Bandung,"Batununggal, Bandung",4,4,1,6300000000,375,560
"Dijual Rumah 2,5 Lantai Nyaman Siap Huni di Batununggal Jelita Bandung","Batununggal, Bandung",4,4,1,3150000000,180,290
NEW MINIMALIS MODERN @ BATUNUNGGAL,"Batununggal, Bandung",5,3,2,3210000000,161,236
Rumah minimalis dekat Sekolah Aloysius,"Batununggal, Bandung",3,2,1,2000000000,123,83
Rumah Batununggal Bagus Harga OK Siap Pakai,"Batununggal, Bandung",7,3,3,3950000000,199,300
Dijual Rumah Baru di Batununggal Indah Bandung,"Batununggal, Bandung",3,3,2,2000000000,91,120
Dijual Rumah Baru Mewah di Batununggal Bandung,"Batununggal, Bandung",4,4,2,4650000000,200,270
Jual Rumah Minimalis di Batununggal Asih,"Batununggal, Bandung",3,2,2,1950000000,126,108
Di Jual Rumah Batununggal Semi Furnished Siap Huni,"Batununggal, Bandung",3,2,2,2850000000,162,200
Rumah 2 Lantai Murah Dekat Batununggal Indah Estate,"Batununggal, Bandung",2,2,1,1400000000,70,120
Jual Rumah Siap Huni Batununggal Asri,"Batununggal, Bandung",2,1,0,1950000000,126,108
Rumah Baru 2 Lantai Paling Murah di Batununggal Indah Bandung ,"Batununggal, Bandung",3,3,2,1860000000,84,110
Jual Cepat Rumah Siap Huni Batununggal Kota Bandung,"Batununggal, Bandung",5,3,1,3200000000,200,300
Jual Cepat Rumah Siap Huni Batununggal Kota Bandung,"Batununggal, Bandung",5,3,1,3200000000,200,300
Rumah cantik siqp huni di komplek elite Batununggal Indah,"Batununggal, Bandung",5,3,2,4000000000,200,250
Rumah asri 2 lantai dlm.cluster batununggal,"Batununggal, Bandung",4,3,2,3150000000,140,214
Rumah 2 lantai hafap timur di batununggal,"Batununggal, Bandung",4,3,2,3370000000,180,280
Rumah Batununggal shm baru SHM,"Batununggal, Bandung",3,2,2,3400000000,180,110
Rumah Siap Huni Batununggal Raya,"Batununggal, Bandung",5,4,2,6000000000,360,400
"Breathable House Rumah Baru Batununggal ,lokasi Depan","Batununggal, Bandung",4,4,2,5200000000,220,295
Rumah Terawat 2 Lantai di Mainroad Batununggal,"Batununggal, Bandung",3,2,2,4000000000,180,200
Rumah baru di batununggal Indah kota Bandung,"Batununggal, Bandung",3,3,2,2000000000,91,120
Rumah 2 Lantai siap huni di komplek Batununggal Harga Nego SHM,"Batununggal, Bandung",4,3,2,4800000000,300,250
Dijual Rumah Bagus Batununggal ,"Batununggal, Bandung",0,0,0,1750000000,112,100
Rumah 2 Lantai Bagus Siap Huni Di Batununggal Indah Dekat BCA,"Batununggal, Bandung",3,2,1,2400000000,117,180
"Rumah Lux Murah Komplek Elit Batununggal, Bandung","Batununggal, Bandung",4,4,2,3000000000,170,300
"Murah Rumah 2 Lantai Komplek Batununggal Indah, Bandung","Batununggal, Bandung",4,3,1,3100000000,180,280
Rumah di Kompleks Batununggal Indah Minimalis Siap Huni,"Batununggal, Bandung",3,2,1,2850000000,162,200
Rumah Terawat 2 Lantai di Komp. Batununggal Indah Bandung,"Batununggal, Bandung",4,3,0,3600000000,180,300
Rumah Batununggal Indah 2lt,"Batununggal, Bandung",3,3,1,2500000000,117,185
"Nego Keras, Rumah Siap Huni Di Komplek Batununggal Indah, Bandung","Batununggal, Bandung",4,3,2,3400000000,180,300
"Rumah Cantik, Siap Huni, Cluster,  Di Batununggal Indah, Bandung","Batununggal, Bandung",3,2,1,2850000000,162,200
Dijual cepat bt Nunggal bagus murah siap huni bandung selatan,"Batununggal, Bandung",4,1,1,3500000000,220,150
Rumah Baru Last Unit di Cluster Batununggal Indah ,"Batununggal, Bandung",4,3,2,2100000000,97,113
Hot Promo Berlaku Sebelum Lebaran Buy 1 Get 1 Free Rumah Parakan Waas Sayap Batununggal,"Batununggal, Bandung",3,3,1,1450000000,70,120
Turun Harga Rumah Bagus 2 Lantai SHM di Cluster Batununggal ,"Batununggal, Bandung",4,3,1,3200000000,180,250
